code;position1;position2;position34;position8;description;JSON
854471.2;8;5;Péroné;2;"Fracture du péroné [malléole] au-dessus de l'articulation (suprasyndesmotique); diaphyse, tête ou col isolé; Weber C";"{ code : 854471.2, position1 : 8, position2 : 5, position34 : Péroné, position8 : 2, description : Fracture du péroné [malléole] au-dessus de l'articulation (suprasyndesmotique); diaphyse, tête ou col isolé; Weber C},"
854472.2;8;5;Péroné;2;"Fracture du péroné [malléole] au-dessus de l'articulation (suprasyndesmotique); diaphyse, tête ou col isolé; Weber C ouverte";"{ code : 854472.2, position1 : 8, position2 : 5, position34 : Péroné, position8 : 2, description : Fracture du péroné [malléole] au-dessus de l'articulation (suprasyndesmotique); diaphyse, tête ou col isolé; Weber C ouverte},"
854500.2;8;5;Rotule;2;Fracture de la rotule SAI;{ code : 854500.2, position1 : 8, position2 : 5, position34 : Rotule, position8 : 2, description : Fracture de la rotule SAI},
854501.2;8;5;Rotule;2;Fracture de la rotule ouverte;{ code : 854501.2, position1 : 8, position2 : 5, position34 : Rotule, position8 : 2, description : Fracture de la rotule ouverte},
854551.2;8;5;Rotule;2;Fracture de la rotule extra-articulaire;{ code : 854551.2, position1 : 8, position2 : 5, position34 : Rotule, position8 : 2, description : Fracture de la rotule extra-articulaire},
854552.2;8;5;Rotule;2;Fracture de la rotule extra-articulaire ouverte;{ code : 854552.2, position1 : 8, position2 : 5, position34 : Rotule, position8 : 2, description : Fracture de la rotule extra-articulaire ouverte},
854561.2;8;5;Rotule;2;Fracture de la rotule articulaire partielle ou appareil extenseur intact;{ code : 854561.2, position1 : 8, position2 : 5, position34 : Rotule, position8 : 2, description : Fracture de la rotule articulaire partielle ou appareil extenseur intact},
854562.2;8;5;Rotule;2;Fracture de la rotule articulaire partielle ou appareil extenseur intact ouverte;{ code : 854562.2, position1 : 8, position2 : 5, position34 : Rotule, position8 : 2, description : Fracture de la rotule articulaire partielle ou appareil extenseur intact ouverte},
854571.2;8;5;Rotule;2;Fracture de la rotule articulaire complète ou rupture de l'appareil extenseur;{ code : 854571.2, position1 : 8, position2 : 5, position34 : Rotule, position8 : 2, description : Fracture de la rotule articulaire complète ou rupture de l'appareil extenseur},
854572.2;8;5;Rotule;2;Fracture de la rotule articulaire complète ou rupture de l'appareil extenseur ouverte;{ code : 854572.2, position1 : 8, position2 : 5, position34 : Rotule, position8 : 2, description : Fracture de la rotule articulaire complète ou rupture de l'appareil extenseur ouverte},
856100.2;8;5;Anneau pelvien;2;Fracture de l'anneau pelvien SAI;{ code : 856100.2, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 2, description : Fracture de l'anneau pelvien SAI},
856101.3;8;5;Anneau pelvien;3;Fracture de l'anneau pelvien ouverte SAI;{ code : 856101.3, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 3, description : Fracture de l'anneau pelvien ouverte SAI},
856151.2;8;5;Anneau pelvien;2;"Fracture de l'anneau pelvien, arc postérieur intact; fracture isolée sans perte d'intégrité de l'anneau pelvien";"{ code : 856151.2, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 2, description : Fracture de l'anneau pelvien, arc postérieur intact; fracture isolée sans perte d'intégrité de l'anneau pelvien},"
856152.3;8;5;Anneau pelvien;3;"Fracture de l'anneau pelvien, arc postérieur intact; fracture isolée sans perte d'intégrité de l'anneau pelvien ouverte";"{ code : 856152.3, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 3, description : Fracture de l'anneau pelvien, arc postérieur intact; fracture isolée sans perte d'intégrité de l'anneau pelvien ouverte},"
856161.3;8;5;Anneau pelvien;3;Fracture de l'anneau pelvien, rupture partielle de l'arc postérieur SAI;{ code : 856161.3, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 3, description : Fracture de l'anneau pelvien, rupture partielle de l'arc postérieur SAI},
856162.4;8;5;Anneau pelvien;4;Fracture de l'anneau pelvien, rupture partielle de l'arc postérieur ouverte;{ code : 856162.4, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 4, description : Fracture de l'anneau pelvien, rupture partielle de l'arc postérieur ouverte},
856163.4;8;5;Anneau pelvien;4;Fracture de l'anneau pelvien, rupture partielle de l'arc postérieur perte de sang ≤ 20 % en volume;{ code : 856163.4, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 4, description : Fracture de l'anneau pelvien, rupture partielle de l'arc postérieur perte de sang ≤ 20 % en volume},
856164.5;8;5;Anneau pelvien;5;Fracture de l'anneau pelvien, rupture partielle de l'arc postérieur perte de sang > 20 % en volume;{ code : 856164.5, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 5, description : Fracture de l'anneau pelvien, rupture partielle de l'arc postérieur perte de sang > 20 % en volume},
856171.4;8;5;Anneau pelvien;4;Fracture de l'anneau pelvien, rupture complète de l'arc postérieur et du plancher pelvien SAI;{ code : 856171.4, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 4, description : Fracture de l'anneau pelvien, rupture complète de l'arc postérieur et du plancher pelvien SAI},
856172.4;8;5;Anneau pelvien;4;Fracture de l'anneau pelvien, rupture complète de l'arc postérieur et du plancher pelvien perte de sang ≤ 20 % en volume;{ code : 856172.4, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 4, description : Fracture de l'anneau pelvien, rupture complète de l'arc postérieur et du plancher pelvien perte de sang ≤ 20 % en volume},
856173.5;8;5;Anneau pelvien;5;Fracture de l'anneau pelvien, rupture complète de l'arc postérieur et du plancher pelvien perte de sang > 20 % en volume;{ code : 856173.5, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 5, description : Fracture de l'anneau pelvien, rupture complète de l'arc postérieur et du plancher pelvien perte de sang > 20 % en volume},
856174.5;8;5;Anneau pelvien;5;Fracture de l'anneau pelvien, rupture complète de l'arc postérieur et du plancher pelvien ouverte;{ code : 856174.5, position1 : 8, position2 : 5, position34 : Anneau pelvien, position8 : 5, description : Fracture de l'anneau pelvien, rupture complète de l'arc postérieur et du plancher pelvien ouverte},
856200.2;8;5;Acétabulum;2;Fracture de l'acétabulum SAI;{ code : 856200.2, position1 : 8, position2 : 5, position34 : Acétabulum, position8 : 2, description : Fracture de l'acétabulum SAI},
856202.3;8;5;Acétabulum;3;Fracture de l'acétabulum ouverte SAI;{ code : 856202.3, position1 : 8, position2 : 5, position34 : Acétabulum, position8 : 3, description : Fracture de l'acétabulum ouverte SAI},
856251.2;8;5;Acétabulum;2;Fracture de l'acétabulum articulaire partielle (touchant une colonne);{ code : 856251.2, position1 : 8, position2 : 5, position34 : Acétabulum, position8 : 2, description : Fracture de l'acétabulum articulaire partielle (touchant une colonne)},
856252.3;8;5;Acétabulum;3;Fracture de l'acétabulum articulaire partielle (touchant une colonne) ouverte;{ code : 856252.3, position1 : 8, position2 : 5, position34 : Acétabulum, position8 : 3, description : Fracture de l'acétabulum articulaire partielle (touchant une colonne) ouverte},
856261.2;8;5;Acétabulum;2;Fracture de l'acétabulum articulaire partielle (transverse, en T);{ code : 856261.2, position1 : 8, position2 : 5, position34 : Acétabulum, position8 : 2, description : Fracture de l'acétabulum articulaire partielle (transverse, en T)},
856262.3;8;5;Acétabulum;3;Fracture de l'acétabulum articulaire partielle (transverse, en T) ouverte;{ code : 856262.3, position1 : 8, position2 : 5, position34 : Acétabulum, position8 : 3, description : Fracture de l'acétabulum articulaire partielle (transverse, en T) ouverte},
856271.2;8;5;Acétabulum;2;Fracture de l'acétabulum articulaire complète (touchant les deux colonnes, avec ou sans atteinte de l'articulation sacro-iliaque);{ code : 856271.2, position1 : 8, position2 : 5, position34 : Acétabulum, position8 : 2, description : Fracture de l'acétabulum articulaire complète (touchant les deux colonnes, avec ou sans atteinte de l'articulation sacro-iliaque)},
856272.3;8;5;Acétabulum;3;Fracture de l'acétabulum articulaire complète (touchant les deux colonnes, avec ou sans atteinte de l'articulation sacro-iliaque) ouverte;{ code : 856272.3, position1 : 8, position2 : 5, position34 : Acétabulum, position8 : 3, description : Fracture de l'acétabulum articulaire complète (touchant les deux colonnes, avec ou sans atteinte de l'articulation sacro-iliaque) ouverte},
857200.2;8;5;Atragale;2;Fracture de l'astragale SAI;{ code : 857200.2, position1 : 8, position2 : 5, position34 : Atragale, position8 : 2, description : Fracture de l'astragale SAI},
857201.2;8;5;Atragale;2;Fracture de l'astragale ouverte;{ code : 857201.2, position1 : 8, position2 : 5, position34 : Atragale, position8 : 2, description : Fracture de l'astragale ouverte},
857251.2;8;5;Atragale;2;"Fracture de l'astragale extra-articulaire; col de l'astragale";"{ code : 857251.2, position1 : 8, position2 : 5, position34 : Atragale, position8 : 2, description : Fracture de l'astragale extra-articulaire; col de l'astragale},"
857252.2;8;5;Atragale;2;"Fracture de l'astragale extra-articulaire; col de l'astragale ouverte";"{ code : 857252.2, position1 : 8, position2 : 5, position34 : Atragale, position8 : 2, description : Fracture de l'astragale extra-articulaire; col de l'astragale ouverte},"
857261.2;8;5;Atragale;2;"Fracture de l'astragale trait de fracture sur une surface articulaire; corps de l'astragale";"{ code : 857261.2, position1 : 8, position2 : 5, position34 : Atragale, position8 : 2, description : Fracture de l'astragale trait de fracture sur une surface articulaire; corps de l'astragale},"
857262.2;8;5;Atragale;2;"Fracture de l'astragale trait de fracture sur une surface articulaire; corps de l'astragale ouverte";"{ code : 857262.2, position1 : 8, position2 : 5, position34 : Atragale, position8 : 2, description : Fracture de l'astragale trait de fracture sur une surface articulaire; corps de l'astragale ouverte},"
857271.2;8;5;Atragale;2;Fracture de l'astragale trait de fracture sur ≥ 2 surfaces articulaires;{ code : 857271.2, position1 : 8, position2 : 5, position34 : Atragale, position8 : 2, description : Fracture de l'astragale trait de fracture sur ≥ 2 surfaces articulaires},
857272.2;8;5;Atragale;2;Fracture de l'astragale trait de fracture sur ≥ 2 surfaces articulaires ouverte;{ code : 857272.2, position1 : 8, position2 : 5, position34 : Atragale, position8 : 2, description : Fracture de l'astragale trait de fracture sur ≥ 2 surfaces articulaires ouverte},
857300.2;8;5;Calcanéus;2;Fracture du calcanéus fracture SAI;{ code : 857300.2, position1 : 8, position2 : 5, position34 : Calcanéus, position8 : 2, description : Fracture du calcanéus fracture SAI},
857301.2;8;5;Calcanéus;2;Fracture du calcanéus ouverte;{ code : 857301.2, position1 : 8, position2 : 5, position34 : Calcanéus, position8 : 2, description : Fracture du calcanéus ouverte},
857351.2;8;5;Calcanéus;2;Fracture du calcanéus extra-articulaire;{ code : 857351.2, position1 : 8, position2 : 5, position34 : Calcanéus, position8 : 2, description : Fracture du calcanéus extra-articulaire},
857352.2;8;5;Calcanéus;2;Fracture du calcanéus extra-articulaire ouverte;{ code : 857352.2, position1 : 8, position2 : 5, position34 : Calcanéus, position8 : 2, description : Fracture du calcanéus extra-articulaire ouverte},
857361.2;8;5;Calcanéus;2;Fracture du calcanéus trait de fracture sur une surface articulaire;{ code : 857361.2, position1 : 8, position2 : 5, position34 : Calcanéus, position8 : 2, description : Fracture du calcanéus trait de fracture sur une surface articulaire},
857362.2;8;5;Calcanéus;2;Fracture du calcanéus trait de fracture sur une surface articulaire ouverte;{ code : 857362.2, position1 : 8, position2 : 5, position34 : Calcanéus, position8 : 2, description : Fracture du calcanéus trait de fracture sur une surface articulaire ouverte},
857371.2;8;5;Calcanéus;2;Fracture du calcanéus trait de fracture sur ≥ 2 surfaces articulaires;{ code : 857371.2, position1 : 8, position2 : 5, position34 : Calcanéus, position8 : 2, description : Fracture du calcanéus trait de fracture sur ≥ 2 surfaces articulaires},
857372.2;8;5;Calcanéus;2;Fracture du calcanéus trait de fracture sur ≥ 2 surfaces articulaires ouverte;{ code : 857372.2, position1 : 8, position2 : 5, position34 : Calcanéus, position8 : 2, description : Fracture du calcanéus trait de fracture sur ≥ 2 surfaces articulaires ouverte},
857400.2;8;5;Naviculaire;2;Fracture du naviculaire SAI;{ code : 857400.2, position1 : 8, position2 : 5, position34 : Naviculaire, position8 : 2, description : Fracture du naviculaire SAI},
857401.2;8;5;Naviculaire;2;Fracture du naviculaire ouverte;{ code : 857401.2, position1 : 8, position2 : 5, position34 : Naviculaire, position8 : 2, description : Fracture du naviculaire ouverte},
857451.2;8;5;Naviculaire;2;Fracture du naviculaire extra-articulaire [rupture coronale du corps, sans atteinte articulaire];{ code : 857451.2, position1 : 8, position2 : 5, position34 : Naviculaire, position8 : 2, description : Fracture du naviculaire extra-articulaire [rupture coronale du corps, sans atteinte articulaire]},
857452.2;8;5;Naviculaire;2;Fracture du naviculaire extra-articulaire [rupture coronale du corps, sans atteinte articulaire] ouverte;{ code : 857452.2, position1 : 8, position2 : 5, position34 : Naviculaire, position8 : 2, description : Fracture du naviculaire extra-articulaire [rupture coronale du corps, sans atteinte articulaire] ouverte},
857461.2;8;5;Naviculaire;2;Fracture du naviculaire trait de fracture sur une surface articulaire;{ code : 857461.2, position1 : 8, position2 : 5, position34 : Naviculaire, position8 : 2, description : Fracture du naviculaire trait de fracture sur une surface articulaire},
857462.2;8;5;Naviculaire;2;Fracture du naviculaire trait de fracture sur une surface articulaire ouverte;{ code : 857462.2, position1 : 8, position2 : 5, position34 : Naviculaire, position8 : 2, description : Fracture du naviculaire trait de fracture sur une surface articulaire ouverte},
857471.2;8;5;Naviculaire;2;Fracture du naviculaire trait de fracture sur ≥ 2 surfaces articulaires;{ code : 857471.2, position1 : 8, position2 : 5, position34 : Naviculaire, position8 : 2, description : Fracture du naviculaire trait de fracture sur ≥ 2 surfaces articulaires},
857472.2;8;5;Naviculaire;2;Fracture du naviculaire trait de fracture sur ≥ 2 surfaces articulaires ouverte;{ code : 857472.2, position1 : 8, position2 : 5, position34 : Naviculaire, position8 : 2, description : Fracture du naviculaire trait de fracture sur ≥ 2 surfaces articulaires ouverte},
857500.2;8;5;Cunéiforme;2;Fracture du cunéiforme SAI;{ code : 857500.2, position1 : 8, position2 : 5, position34 : Cunéiforme, position8 : 2, description : Fracture du cunéiforme SAI},
857501.2;8;5;Cunéiforme;2;Fracture du cunéiforme ouverte;{ code : 857501.2, position1 : 8, position2 : 5, position34 : Cunéiforme, position8 : 2, description : Fracture du cunéiforme ouverte},
857551.2;8;5;Cunéiforme;2;Fracture du cunéiforme extra-articulaire [rupture coronale du corps, sans atteinte articulaire ];{ code : 857551.2, position1 : 8, position2 : 5, position34 : Cunéiforme, position8 : 2, description : Fracture du cunéiforme extra-articulaire [rupture coronale du corps, sans atteinte articulaire ]},
857552.2;8;5;Cunéiforme;2;Fracture du cunéiforme extra-articulaire [rupture coronale du corps, sans atteinte articulaire] ouverte;{ code : 857552.2, position1 : 8, position2 : 5, position34 : Cunéiforme, position8 : 2, description : Fracture du cunéiforme extra-articulaire [rupture coronale du corps, sans atteinte articulaire] ouverte},
857561.2;8;5;Cunéiforme;2;Fracture du cunéiforme trait de fracture sur une surface articulaire;{ code : 857561.2, position1 : 8, position2 : 5, position34 : Cunéiforme, position8 : 2, description : Fracture du cunéiforme trait de fracture sur une surface articulaire},
857562.2;8;5;Cunéiforme;2;Fracture du cunéiforme trait de fracture sur une surface articulaire ouverte;{ code : 857562.2, position1 : 8, position2 : 5, position34 : Cunéiforme, position8 : 2, description : Fracture du cunéiforme trait de fracture sur une surface articulaire ouverte},
857571.2;8;5;Cunéiforme;2;Fracture du cunéiforme trait de fracture sur ≥ 2 surfaces articulaires;{ code : 857571.2, position1 : 8, position2 : 5, position34 : Cunéiforme, position8 : 2, description : Fracture du cunéiforme trait de fracture sur ≥ 2 surfaces articulaires},
857572.2;8;5;Cunéiforme;2;Fracture du cunéiforme trait de fracture sur ≥ 2 surfaces articulaires ouverte;{ code : 857572.2, position1 : 8, position2 : 5, position34 : Cunéiforme, position8 : 2, description : Fracture du cunéiforme trait de fracture sur ≥ 2 surfaces articulaires ouverte},
857600.2;8;5;Cuboïde;2;Fracture du cuboïde SAI;{ code : 857600.2, position1 : 8, position2 : 5, position34 : Cuboïde, position8 : 2, description : Fracture du cuboïde SAI},
857601.2;8;5;Cuboïde;2;Fracture du cuboïde ouverte;{ code : 857601.2, position1 : 8, position2 : 5, position34 : Cuboïde, position8 : 2, description : Fracture du cuboïde ouverte},
857651.2;8;5;Cuboïde;2;Fracture du cuboïde extra-articulaire [rupture coronale du corps, sans atteinte articulaire];{ code : 857651.2, position1 : 8, position2 : 5, position34 : Cuboïde, position8 : 2, description : Fracture du cuboïde extra-articulaire [rupture coronale du corps, sans atteinte articulaire]},
857652.2;8;5;Cuboïde;2;Fracture du cuboïde extra-articulaire [rupture coronale du corps, sans atteinte articulaire] ouverte;{ code : 857652.2, position1 : 8, position2 : 5, position34 : Cuboïde, position8 : 2, description : Fracture du cuboïde extra-articulaire [rupture coronale du corps, sans atteinte articulaire] ouverte},
857661.2;8;5;Cuboïde;2;Fracture du cuboïde trait de fracture sur une surface articulaire;{ code : 857661.2, position1 : 8, position2 : 5, position34 : Cuboïde, position8 : 2, description : Fracture du cuboïde trait de fracture sur une surface articulaire},
857662.2;8;5;Cuboïde;2;Fracture du cuboïde trait de fracture sur une surface articulaire ouverte;{ code : 857662.2, position1 : 8, position2 : 5, position34 : Cuboïde, position8 : 2, description : Fracture du cuboïde trait de fracture sur une surface articulaire ouverte},
857671.2;8;5;Cuboïde;2;Fracture du cuboïde trait de fracture sur ≥ 2 surfaces articulaires;{ code : 857671.2, position1 : 8, position2 : 5, position34 : Cuboïde, position8 : 2, description : Fracture du cuboïde trait de fracture sur ≥ 2 surfaces articulaires},
857672.2;8;5;Cuboïde;2;Fracture du cunoïde trait de fracture sur ≥ 2 surfaces articulaires ouverte;{ code : 857672.2, position1 : 8, position2 : 5, position34 : Cuboïde, position8 : 2, description : Fracture du cunoïde trait de fracture sur ≥ 2 surfaces articulaires ouverte},
858100.2;8;5;Métatarse;2;Fracture du métatarsien SAI;{ code : 858100.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du métatarsien SAI},
858101.2;8;5;Métatarse;2;Fracture du métatarsien ouverte;{ code : 858101.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du métatarsien ouverte},
858111.2;8;5;Métatarse;2;Fracture du premier métatarsien SAI;{ code : 858111.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du premier métatarsien SAI},
858112.2;8;5;Métatarse;2;Fracture du premier métatarsien ouverte;{ code : 858112.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du premier métatarsien ouverte},
858121.2;8;5;Métatarse;2;Fracture d'un des quatre métatarsiens latéraux SAI;{ code : 858121.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture d'un des quatre métatarsiens latéraux SAI},
858122.2;8;5;Métatarse;2;Fracture d'un des quatre métatarsiens latéraux ouverte;{ code : 858122.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture d'un des quatre métatarsiens latéraux ouverte},
858151.2;8;5;Métatarse;2;Fracture du premier métatarsien extra-articulaire ou diaphyse;{ code : 858151.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du premier métatarsien extra-articulaire ou diaphyse},
858152.2;8;5;Métatarse;2;Fracture du premier métatarsien extra-articulaire ou diaphyse ouverte;{ code : 858152.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du premier métatarsien extra-articulaire ou diaphyse ouverte},
858153.2;8;5;Métatarse;2;Fracture d'un des quatre métatarsiens latéraux extra-articulaire ou diaphyse;{ code : 858153.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture d'un des quatre métatarsiens latéraux extra-articulaire ou diaphyse},
858154.2;8;5;Métatarse;2;Fracture d'un des quatre métatarsiens latéraux extra-articulaire ou diaphyse ouverte;{ code : 858154.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture d'un des quatre métatarsiens latéraux extra-articulaire ou diaphyse ouverte},
858161.2;8;5;Métatarse;2;Fracture du premier métatarsien articulaire partielle;{ code : 858161.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du premier métatarsien articulaire partielle},
858162.2;8;5;Métatarse;2;Fracture du premier métatarsien articulaire partielle ouverte;{ code : 858162.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du premier métatarsien articulaire partielle ouverte},
858163.2;8;5;Métatarse;2;Fracture d'un des quatre métatarsiens latéraux articulaire partielle;{ code : 858163.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture d'un des quatre métatarsiens latéraux articulaire partielle},
858164.2;8;5;Métatarse;2;Fracture d'un des quatre métatarsiens latéraux articulaire partielle ouverte;{ code : 858164.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture d'un des quatre métatarsiens latéraux articulaire partielle ouverte},
858171.2;8;5;Métatarse;2;Fracture du premier métatarsien articulaire complète;{ code : 858171.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du premier métatarsien articulaire complète},
858172.2;8;5;Métatarse;2;Fracture du premier métatarsien articulaire complète ouverte;{ code : 858172.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture du premier métatarsien articulaire complète ouverte},
858173.2;8;5;Métatarse;2;Fracture d'un des quatre métatarsiens latéraux articulaire complète;{ code : 858173.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture d'un des quatre métatarsiens latéraux articulaire complète},
858174.2;8;5;Métatarse;2;Fracture d'un des quatre métatarsiens latéraux articulaire complète ouverte;{ code : 858174.2, position1 : 8, position2 : 5, position34 : Métatarse, position8 : 2, description : Fracture d'un des quatre métatarsiens latéraux articulaire complète ouverte},
858200.1;8;5;Phalange;1;Fracture de la phalange SAI;{ code : 858200.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange SAI},
858201.1;8;5;Phalange;1;Fracture de la phalange ouverte;{ code : 858201.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange ouverte},
858211.1;8;5;Phalange;1;Fracture de la phalange gros orteil SAI;{ code : 858211.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange gros orteil SAI},
858212.1;8;5;Phalange;1;Fracture de la phalange gros orteil ouverte;{ code : 858212.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange gros orteil ouverte},
858221.1;8;5;Phalange;1;Fracture de la phalange un des quatre orteils latéraux SAI;{ code : 858221.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange un des quatre orteils latéraux SAI},
858222.1;8;5;Phalange;1;Fracture de la phalange un des quatre orteils latéraux ouverte;{ code : 858222.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange un des quatre orteils latéraux ouverte},
858251.1;8;5;Phalange;1;Fracture de la phalange gros orteil extra-articulaire ou diaphyse;{ code : 858251.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange gros orteil extra-articulaire ou diaphyse},
858252.1;8;5;Phalange;1;Fracture de la phalange gros orteil extra-articulaire ou diaphyse ouverte;{ code : 858252.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange gros orteil extra-articulaire ou diaphyse ouverte},
858253.1;8;5;Phalange;1;Fracture de la phalange un des quatre orteils latéraux extra-articulaire ou diaphyse;{ code : 858253.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange un des quatre orteils latéraux extra-articulaire ou diaphyse},
858254.1;8;5;Phalange;1;Fracture de la phalange un des quatre orteils latéraux extra-articulaire ou diaphyse ouverte;{ code : 858254.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange un des quatre orteils latéraux extra-articulaire ou diaphyse ouverte},
858261.1;8;5;Phalange;1;Fracture de la phalange gros orteil articulaire partielle;{ code : 858261.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange gros orteil articulaire partielle},
858262.1;8;5;Phalange;1;Fracture de la phalange gros orteil articulaire partielle ouverte;{ code : 858262.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange gros orteil articulaire partielle ouverte},
858263.1;8;5;Phalange;1;Fracture de la phalange un des quatre orteils latéraux articulaire partielle;{ code : 858263.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange un des quatre orteils latéraux articulaire partielle},
858264.1;8;5;Phalange;1;Fracture de la phalange un des quatre orteils latéraux articulaire partielle ouverte;{ code : 858264.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange un des quatre orteils latéraux articulaire partielle ouverte},
858271.1;8;5;Phalange;1;Fracture de la phalange gros orteil articulaire complète;{ code : 858271.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange gros orteil articulaire complète},
858272.1;8;5;Phalange;1;Fracture de la phalange gros orteil articulaire complète ouverte;{ code : 858272.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange gros orteil articulaire complète ouverte},
858273.1;8;5;Phalange;1;Fracture de la phalange un des quatre orteils latéraux articulaire complète;{ code : 858273.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange un des quatre orteils latéraux articulaire complète},
858274.1;8;5;Phalange;1;Fracture de la phalange un des quatre orteils latéraux articulaire complète ouverte;{ code : 858274.1, position1 : 8, position2 : 5, position34 : Phalange, position8 : 1, description : Fracture de la phalange un des quatre orteils latéraux articulaire complète ouverte},
870099.9;8;7;SAI;9;Lésion d'articulation du membre inférieur SAI;{ code : 870099.9, position1 : 8, position2 : 7, position34 : SAI, position8 : 9, description : Lésion d'articulation du membre inférieur SAI},
870410.1;8;7;Métatarso-phalangienne;1;Articulation métatarso-phalangienne entorse;{ code : 870410.1, position1 : 8, position2 : 7, position34 : Métatarso-phalangienne, position8 : 1, description : Articulation métatarso-phalangienne entorse},
870420.1;8;7;Métatarso-phalangienne;1;Articulation métatarso-phalangienne subluxation;{ code : 870420.1, position1 : 8, position2 : 7, position34 : Métatarso-phalangienne, position8 : 1, description : Articulation métatarso-phalangienne subluxation},
870430.1;8;7;Métatarso-phalangienne;1;Articulation métatarso-phalangienne luxation SAI;{ code : 870430.1, position1 : 8, position2 : 7, position34 : Métatarso-phalangienne, position8 : 1, description : Articulation métatarso-phalangienne luxation SAI},
870431.1;8;7;Métatarso-phalangienne;1;Articulation métatarso-phalangienne luxation ouverte;{ code : 870431.1, position1 : 8, position2 : 7, position34 : Métatarso-phalangienne, position8 : 1, description : Articulation métatarso-phalangienne luxation ouverte},
870489.1;8;7;Métatarso-phalangienne;1;Articulation métatarso-phalangienne ouverte;{ code : 870489.1, position1 : 8, position2 : 7, position34 : Métatarso-phalangienne, position8 : 1, description : Articulation métatarso-phalangienne ouverte},
870499.1;8;7;Métatarso-phalangienne;1;Articulation métatarso-phalangienne SAI;{ code : 870499.1, position1 : 8, position2 : 7, position34 : Métatarso-phalangienne, position8 : 1, description : Articulation métatarso-phalangienne SAI},
873010.1;8;7;Hanche;1;Articulation de la hanche entorse;{ code : 873010.1, position1 : 8, position2 : 7, position34 : Hanche, position8 : 1, description : Articulation de la hanche entorse},
873020.1;8;7;Hanche;1;Articulation de la hanche subluxation;{ code : 873020.1, position1 : 8, position2 : 7, position34 : Hanche, position8 : 1, description : Articulation de la hanche subluxation},
873030.2;8;7;Hanche;2;Articulation de la hanche luxation;{ code : 873030.2, position1 : 8, position2 : 7, position34 : Hanche, position8 : 2, description : Articulation de la hanche luxation},
